"","spp","CommonName","Source","PrimerNote","Country","Site","lat","lon","stockid","CollectionYear","NumMarkers","MarkerName","CrossSpp","n","Repeat","He","Hese","file","maxlength","fecundity","fecundity_mean","reproductionmode","fertilization","class","order","family","genus","species","maturityage","adultlifespan","generationtime"
"370","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","San Francisco Bay, CA","37.82931","-122.45110",NA,"1998","12","","0.00"," 61.0"," 3.500000","1.00000000",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"371","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","San Francisco Bay, CA","37.82931","-122.45110",NA,"1998","12","","0.00"," 61.0"," 3.500000","0.85487773",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"372","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Semiahmoo Bay, WA 2002","48.99283","-122.81107",NA,"2002","12","","0.00"," 96.0"," 3.500000","0.75401629",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"373","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Semiahmoo Bay, WA 2002","48.99283","-122.81107",NA,"2002","12","","0.00"," 96.0"," 3.500000","0.86416037",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"374","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Semiahmoo Bay, WA 2002","48.99283","-122.81107",NA,"2002","12","","0.00"," 96.0"," 3.500000","1.00000000",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"375","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Semiahmoo Bay, WA 2002","48.99283","-122.81107",NA,"2002","12","","0.00"," 96.0"," 3.500000","1.00000000",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"376","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Semiahmoo Bay, WA 2002","48.99283","-122.81107",NA,"2002","12","","0.00"," 96.0"," 3.500000","1.00000000",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"377","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Semiahmoo Bay, WA 2002","48.99283","-122.81107",NA,"2002","12","","0.00"," 96.0"," 3.500000","1.00000000",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"378","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Semiahmoo Bay, WA 2002","48.99283","-122.81107",NA,"2002","12","","0.00"," 96.0"," 3.500000","0.82625958",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"379","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Semiahmoo Bay, WA 2002","48.99283","-122.81107",NA,"2002","12","","0.00"," 96.0"," 3.500000","0.46765865",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"380","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Semiahmoo Bay, WA 2002","48.99283","-122.81107",NA,"2002","12","","0.00"," 96.0"," 3.500000","0.62622432",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"381","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Semiahmoo Bay, WA 2002","48.99283","-122.81107",NA,"2002","12","","0.00"," 96.0"," 3.500000","0.72456007",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"382","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Semiahmoo Bay, WA 2002","48.99283","-122.81107",NA,"2002","12","","0.00"," 96.0"," 3.500000","1.00000000",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"383","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Semiahmoo Bay, WA 2002","48.99283","-122.81107",NA,"2002","12","","0.00"," 96.0"," 3.500000","0.46839159",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"384","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Squaxin Pass, WA 2002","47.17997","-122.92844",NA,"2002","12","","0.00"," 96.0"," 3.500000","0.77501662",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"385","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Squaxin Pass, WA 2002","47.17997","-122.92844",NA,"2002","12","","0.00"," 96.0"," 3.500000","0.59104559",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"386","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Squaxin Pass, WA 2002","47.17997","-122.92844",NA,"2002","12","","0.00"," 96.0"," 3.500000","0.69739634",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"387","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Squaxin Pass, WA 2002","47.17997","-122.92844",NA,"2002","12","","0.00"," 96.0"," 3.500000","0.40967103",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"388","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Squaxin Pass, WA 2002","47.17997","-122.92844",NA,"2002","12","","0.00"," 96.0"," 3.500000","0.57119723",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"389","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Squaxin Pass, WA 2002","47.17997","-122.92844",NA,"2002","12","","0.00"," 96.0"," 3.500000","1.00000000",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"390","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Squaxin Pass, WA 2002","47.17997","-122.92844",NA,"2002","12","","0.00"," 96.0"," 3.500000","1.00000000",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"391","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Squaxin Pass, WA 2002","47.17997","-122.92844",NA,"2002","12","","0.00"," 96.0"," 3.500000","0.63067932",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"392","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Squaxin Pass, WA 2002","47.17997","-122.92844",NA,"2002","12","","0.00"," 96.0"," 3.500000","0.54464388",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"393","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Squaxin Pass, WA 2002","47.17997","-122.92844",NA,"2002","12","","0.00"," 96.0"," 3.500000","1.00000000",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"394","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Squaxin Pass, WA 2002","47.17997","-122.92844",NA,"2002","12","","0.00"," 96.0"," 3.500000","0.48195911",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"395","Clupea pallasii pallasii","Pacific herring","Small et al. 2005 TAFS","0","USA","Squaxin Pass, WA 2002","47.17997","-122.92844",NA,"2002","12","","0.00"," 96.0"," 3.500000","0.82515291",NA,"ppdat"," 46.0","c(12200, 28500, 37600, 38000, 41000, 41000, 134000)","  47471.43","dioecism","external","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii pallasii"," 3.8177619","10.981991","8.401035e+02"
"396","Cymatogaster aggregata","Shiner perch","Liu & Avise 2011 Marine Bio 158:893_901","0","USA","Newport Bay, Orange County, CA","33.59194","-117.87778",NA,"2010"," 1","Cagg15","0.00"," 36.0"," 2.000000","0.95100000",NA,"msats001"," 20.3","c(15, 36, 78)","     43.00","dioecism","internal (oviduct)","Teleostei","Perciformes","Embiotocidae","Cymatogaster","aggregata"," 2.1404244"," 9.120716","2.966256e+02"
"397","Cymatogaster aggregata","Shiner perch","Liu & Avise 2011 Marine Bio 158:893_901","0","USA","Newport Bay, Orange County, CA","33.59194","-117.87778",NA,"2010"," 1","Cagg27","0.00"," 36.0"," 2.000000","0.91900000",NA,"msats001"," 20.3","c(15, 36, 78)","     43.00","dioecism","internal (oviduct)","Teleostei","Perciformes","Embiotocidae","Cymatogaster","aggregata"," 2.1404244"," 9.120716","2.966256e+02"
"398","Cymatogaster aggregata","Shiner perch","Liu & Avise 2011 Marine Bio 158:893_901","0","USA","Newport Bay, Orange County, CA","33.59194","-117.87778",NA,"2010"," 1","Cagg28","0.00"," 36.0"," 2.000000","0.94900000",NA,"msats001"," 20.3","c(15, 36, 78)","     43.00","dioecism","internal (oviduct)","Teleostei","Perciformes","Embiotocidae","Cymatogaster","aggregata"," 2.1404244"," 9.120716","2.966256e+02"
"399","Cymatogaster aggregata","Shiner perch","Liu & Avise 2011 Marine Bio 158:893_901","0","USA","Newport Bay, Orange County, CA","33.59194","-117.87778",NA,"2010"," 1","Cagg29","0.00"," 36.0"," 2.000000","0.96700000",NA,"msats001"," 20.3","c(15, 36, 78)","     43.00","dioecism","internal (oviduct)","Teleostei","Perciformes","Embiotocidae","Cymatogaster","aggregata"," 2.1404244"," 9.120716","2.966256e+02"
"400","Cymatogaster aggregata","Shiner perch","Liu & Avise 2011 Marine Bio 158:893_901","0","USA","Newport Bay, Orange County, CA","33.59194","-117.87778",NA,"2010"," 1","Cagg36","0.00"," 36.0"," 2.000000","0.91000000",NA,"msats001"," 20.3","c(15, 36, 78)","     43.00","dioecism","internal (oviduct)","Teleostei","Perciformes","Embiotocidae","Cymatogaster","aggregata"," 2.1404244"," 9.120716","2.966256e+02"
"401","Cymatogaster aggregata","Shiner perch","Liu & Avise 2011 Marine Bio 158:893_901","0","USA","Newport Bay, Orange County, CA","33.59194","-117.87778",NA,"2010"," 1","Cagg50","0.00"," 36.0"," 2.000000","0.95900000",NA,"msats001"," 20.3","c(15, 36, 78)","     43.00","dioecism","internal (oviduct)","Teleostei","Perciformes","Embiotocidae","Cymatogaster","aggregata"," 2.1404244"," 9.120716","2.966256e+02"
"402","Cynoscion arenarius","Sand weakfish","Anderson et al. 2009 Fish Bull","0","USA","Galveston Bay, TX","29.29897"," -94.76955",NA,"2007"," 1","SOC050","1.00"," 60.0"," 2.000000","0.77000000",NA,"ppdat"," 63.5",NA,NA,NA,NA,"Teleostei","Perciformes","Sciaenidae","Cynoscion","arenarius"," 1.5958187"," 6.126946","3.612742e+01"
"403","Cynoscion arenarius","Sand weakfish","Anderson et al. 2009 Fish Bull","0","USA","Galveston Bay, TX","29.29897"," -94.76955",NA,"2007"," 1","SOC243","1.00"," 60.0"," 3.000000","0.30000000",NA,"ppdat"," 63.5",NA,NA,NA,NA,"Teleostei","Perciformes","Sciaenidae","Cynoscion","arenarius"," 1.5958187"," 6.126946","3.612742e+01"
"404","Cynoscion arenarius","Sand weakfish","Anderson et al. 2009 Fish Bull","0","USA","Galveston Bay, TX","29.29897"," -94.76955",NA,"2007"," 1","SOC410","1.00"," 60.0"," 2.000000","0.60000000",NA,"ppdat"," 63.5",NA,NA,NA,NA,"Teleostei","Perciformes","Sciaenidae","Cynoscion","arenarius"," 1.5958187"," 6.126946","3.612742e+01"
"405","Cynoscion arenarius","Sand weakfish","Anderson et al. 2009 Fish Bull","0","USA","Galveston Bay, TX","29.29897"," -94.76955",NA,"2007"," 1","SOC412","1.00"," 60.0"," 2.000000","0.85000000",NA,"ppdat"," 63.5",NA,NA,NA,NA,"Teleostei","Perciformes","Sciaenidae","Cynoscion","arenarius"," 1.5958187"," 6.126946","3.612742e+01"
"406","Cynoscion arenarius","Sand weakfish","Anderson et al. 2009 Fish Bull","0","USA","Galveston Bay, TX","29.29897"," -94.76955",NA,"2007"," 1","SOC415","1.00"," 60.0"," 2.000000","0.97000000",NA,"ppdat"," 63.5",NA,NA,NA,NA,"Teleostei","Perciformes","Sciaenidae","Cynoscion","arenarius"," 1.5958187"," 6.126946","3.612742e+01"
"407","Cynoscion arenarius","Sand weakfish","Anderson et al. 2009 Fish Bull","0","USA","Galveston Bay, TX","29.29897"," -94.76955",NA,"2007"," 1","SOC416","1.00"," 60.0"," 2.000000","0.94000000",NA,"ppdat"," 63.5",NA,NA,NA,NA,"Teleostei","Perciformes","Sciaenidae","Cynoscion","arenarius"," 1.5958187"," 6.126946","3.612742e+01"
"408","Cynoscion arenarius","Sand weakfish","Anderson et al. 2009 Fish Bull","0","USA","Galveston Bay, TX","29.29897"," -94.76955",NA,"2007"," 1","SOC419","1.00"," 60.0"," 2.000000","0.77000000",NA,"ppdat"," 63.5",NA,NA,NA,NA,"Teleostei","Perciformes","Sciaenidae","Cynoscion","arenarius"," 1.5958187"," 6.126946","3.612742e+01"
"409","Cynoscion arenarius","Sand weakfish","Anderson et al. 2009 Fish Bull","0","USA","Galveston Bay, TX","29.29897"," -94.76955",NA,"2007"," 1","SOC428","1.00"," 60.0"," 2.000000","0.11000000",NA,"ppdat"," 63.5",NA,NA,NA,NA,"Teleostei","Perciformes","Sciaenidae","Cynoscion","arenarius"," 1.5958187"," 6.126946","3.612742e+01"
"410","Cynoscion arenarius","Sand weakfish","Anderson et al. 2009 Fish Bull","0","USA","Galveston Bay, TX","29.29897"," -94.76955",NA,"2007"," 1","SOC432","1.00"," 60.0"," 2.000000","0.91000000",NA,"ppdat"," 63.5",NA,NA,NA,NA,"Teleostei","Perciformes","Sciaenidae","Cynoscion","arenarius"," 1.5958187"," 6.126946","3.612742e+01"
"411","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","Aransas Bay","28.03199"," -97.00115",NA,""," 1","SOC12","1.00","119.0"," 2.000000","0.52000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"412","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","Aransas Bay","28.03199"," -97.00115",NA,""," 1","SOC243","1.00","119.0"," 3.000000","0.50000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"413","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","Aransas Bay","28.03199"," -97.00115",NA,""," 1","SOC412","1.00","119.0"," 2.000000","0.42000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"414","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","Aransas Bay","28.03199"," -97.00115",NA,""," 1","SOC415","1.00","119.0"," 2.000000","0.92000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"415","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","Aransas Bay","28.03199"," -97.00115",NA,""," 1","SOC432","1.00","119.0"," 2.000000","0.72000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"416","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","Aransas Bay","28.03199"," -97.00115",NA,""," 1","SOC50","1.00","119.0"," 2.000000","0.59000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"417","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","Corpus Christi Bay","27.76133"," -97.25944",NA,""," 1","SOC12","1.00"," 79.0"," 2.000000","0.52000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"418","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","Corpus Christi Bay","27.76133"," -97.25944",NA,""," 1","SOC243","1.00"," 79.0"," 3.000000","0.48000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"419","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","Corpus Christi Bay","27.76133"," -97.25944",NA,""," 1","SOC412","1.00"," 79.0"," 2.000000","0.35000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"420","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","Corpus Christi Bay","27.76133"," -97.25944",NA,""," 1","SOC415","1.00"," 79.0"," 2.000000","0.91000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"421","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","Corpus Christi Bay","27.76133"," -97.25944",NA,""," 1","SOC432","1.00"," 79.0"," 2.000000","0.67000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"422","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","Corpus Christi Bay","27.76133"," -97.25944",NA,""," 1","SOC50","1.00"," 79.0"," 2.000000","0.57000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"423","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","East Matagorda","28.70896"," -95.82350",NA,""," 1","SOC12","1.00"," 67.0"," 2.000000","0.47000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"424","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","East Matagorda","28.70896"," -95.82350",NA,""," 1","SOC243","1.00"," 67.0"," 3.000000","0.51000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"425","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","East Matagorda","28.70896"," -95.82350",NA,""," 1","SOC412","1.00"," 67.0"," 2.000000","0.51000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"426","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","East Matagorda","28.70896"," -95.82350",NA,""," 1","SOC415","1.00"," 67.0"," 2.000000","0.92000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"427","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","East Matagorda","28.70896"," -95.82350",NA,""," 1","SOC432","1.00"," 67.0"," 2.000000","0.74000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"428","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","East Matagorda","28.70896"," -95.82350",NA,""," 1","SOC50","1.00"," 67.0"," 2.000000","0.57000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"429","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","Lower Laguna Madre","26.30942"," -97.26082",NA,""," 1","SOC12","1.00"," 12.0"," 2.000000","0.38000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"430","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","Lower Laguna Madre","26.30942"," -97.26082",NA,""," 1","SOC243","1.00"," 12.0"," 3.000000","0.46000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"431","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","Lower Laguna Madre","26.30942"," -97.26082",NA,""," 1","SOC412","1.00"," 12.0"," 2.000000","0.16000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"432","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","Lower Laguna Madre","26.30942"," -97.26082",NA,""," 1","SOC415","1.00"," 12.0"," 2.000000","0.88000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"433","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","Lower Laguna Madre","26.30942"," -97.26082",NA,""," 1","SOC432","1.00"," 12.0"," 2.000000","0.61000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"434","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","Lower Laguna Madre","26.30942"," -97.26082",NA,""," 1","SOC50","1.00"," 12.0"," 2.000000","0.55000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
"435","Cynoscion nebulosus","Spotted weakfish","Anderson & Karel 2010 Fish Aq J","0","USA","Sabine Lake","29.89007"," -93.84670",NA,""," 1","SOC12","1.00"," 41.0"," 2.000000","0.51000000",NA,"ppdat","100.0","c(NA, 511859, 2882172)","1697015.50","dioecism","external","Teleostei","Perciformes","Sciaenidae","Cynoscion","nebulosus"," 3.6208009","14.929867","2.885571e+03"
