,spp,CommonName,Source,PrimerNote,Country,Site,lat,lon,stockid,CollectionYear,NumMarkers,MarkerName,CrossSpp,n,Repeat,He,Hese,file,X.y,fbsci,maxlength,mortalitywild,fecundity,maturitylength,maturitylength_mean,maturityage,maturityage_mean,numberofspawningcycles,reproductiveseasonlength,fertilization,reproductionmode,spawningground,batchspawner,parentalcare,larvaesize,fecundity_mean,larvae_mean
2394,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2001 CJFAS 68:89-104,0,USA,"Santa Cruz, CA",36.81341,-122.12877,NA,1993-2005,6,,1,41,4.166666667,0.744,NA,msats001,298,Sebastes flavidus,66,64,"c(NA, 125000)","c(27, NA, 30, NA, 41, NA)",32.66666667,"c(4, NA, 4, NA, 11, NA)",6.333333333,one clear seasonal peak per year,NA,internal (oviduct),dioecism,NA,0,NA,NA,125000,NA
2395,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2001 CJFAS 68:89-104,0,USA,"San Miguel Island, CA",34.09976,-120.54119,NA,1993-2005,6,,1,7,4.166666667,0.744,NA,msats001,298,Sebastes flavidus,66,64,"c(NA, 125000)","c(27, NA, 30, NA, 41, NA)",32.66666667,"c(4, NA, 4, NA, 11, NA)",6.333333333,one clear seasonal peak per year,NA,internal (oviduct),dioecism,NA,0,NA,NA,125000,NA
2396,Sebastes flavidus,Yellowtail rockfish,Hess et al. 2001 CJFAS 68:89-104,0,USA,"Santa Barbara, CA",34.34948,-119.60536,NA,1993-2005,6,,1,10,4.166666667,0.732,NA,msats001,298,Sebastes flavidus,66,64,"c(NA, 125000)","c(27, NA, 30, NA, 41, NA)",32.66666667,"c(4, NA, 4, NA, 11, NA)",6.333333333,one clear seasonal peak per year,NA,internal (oviduct),dioecism,NA,0,NA,NA,125000,NA
2398,Sebastes macdonaldi,Mexican rockfish,Rocha-Olivaes et al. 2003 Sci Mar,0,USA,"Los Angeles, CA",33.879745,-118.652777,NA,"2000, 2002",1,Sra5-9,1,14,2,0,NA,ppdat,300,Sebastes macdonaldi,66,NA,NA,NA,NA,NA,NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,4,NA,4
2399,Sebastes macdonaldi,Mexican rockfish,Rocha-Olivaes et al. 2003 Sci Mar,0,USA,"Los Angeles, CA",33.879745,-118.652777,NA,"2000, 2002",1,Sra7-2,1,14,2,0.904,NA,ppdat,300,Sebastes macdonaldi,66,NA,NA,NA,NA,NA,NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,4,NA,4
2400,Sebastes macdonaldi,Mexican rockfish,Rocha-Olivaes et al. 2003 Sci Mar,0,USA,"Los Angeles, CA",33.879745,-118.652777,NA,"2000, 2002",1,Sra16-5,1,14,4,0.93,NA,ppdat,300,Sebastes macdonaldi,66,NA,NA,NA,NA,NA,NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,4,NA,4
2401,Sebastes macdonaldi,Mexican rockfish,Rocha-Olivaes et al. 2003 Sci Mar,0,USA,"Los Angeles, CA",33.879745,-118.652777,NA,"2000, 2002",1,Sra11-103,1,14,3,0.506,NA,ppdat,300,Sebastes macdonaldi,66,NA,NA,NA,NA,NA,NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,4,NA,4
2402,Sebastes macdonaldi,Mexican rockfish,Rocha-Olivaes et al. 2003 Sci Mar,0,USA,"Los Angeles, CA",33.879745,-118.652777,NA,"2000, 2002",1,Sra7-25,1,14,2,0.591,NA,ppdat,300,Sebastes macdonaldi,66,NA,NA,NA,NA,NA,NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,4,NA,4
2403,Sebastes macdonaldi,Mexican rockfish,Rocha-Olivaes et al. 2003 Sci Mar,0,USA,"Los Angeles, CA",33.879745,-118.652777,NA,"2000, 2002",1,Sra7-7,1,14,2,0.651,NA,ppdat,300,Sebastes macdonaldi,66,NA,NA,NA,NA,NA,NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,4,NA,4
2404,Sebastes macdonaldi,Mexican rockfish,Rocha-Olivaes et al. 2003 Sci Mar,0,USA,"Los Angeles, CA",33.879745,-118.652777,NA,"2000, 2002",1,Sra15-8,1,14,4,0.92,NA,ppdat,300,Sebastes macdonaldi,66,NA,NA,NA,NA,NA,NA,NA,NA,internal (oviduct),dioecism,NA,0,NA,4,NA,4
2406,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Cannon Beach,45.89056667,-123.9615667,NA,2009,1,Sma7,1,47,2,0.54,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2407,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Cannon Beach,45.89056667,-123.9615667,NA,2009,1,Sme4,0,47,4,0.957,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2408,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Cannon Beach,45.89056667,-123.9615667,NA,2009,1,Spi10,1,47,4,0.464,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2409,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Cannon Beach,45.89056667,-123.9615667,NA,2009,1,Spi12,1,47,2,0.141,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2410,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Cannon Beach,45.89056667,-123.9615667,NA,2009,1,Spi4,1,47,4,0.423,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2411,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Cannon Beach,45.89056667,-123.9615667,NA,2009,1,Sme9,0,47,4,0.886,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2412,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Northwest Westport,47.57043333,-124.4484333,NA,2009,1,Spi10,1,54,4,0.504,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2413,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Northwest Westport,47.57043333,-124.4484333,NA,2009,1,Spi12,1,54,2,0.191,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2414,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Northwest Westport,47.57043333,-124.4484333,NA,2009,1,Spi4,1,54,4,0.581,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2415,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Northwest Westport,47.57043333,-124.4484333,NA,2009,1,Spi6,1,54,4,0.863,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2416,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Northwest Westport,47.57043333,-124.4484333,NA,2009,1,Sth37,1,54,2,0.502,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2417,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Rogue Reef,42.66306667,-124.4788,NA,2005,1,Sma7,1,77,2,0.358,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2418,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Rogue Reef,42.66306667,-124.4788,NA,2005,1,Sme4,0,77,4,0.937,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2419,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Rogue Reef,42.66306667,-124.4788,NA,2005,1,Sme9,0,77,4,0.897,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2420,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Cannon Beach,45.89056667,-123.9615667,NA,2009,1,Spi6,1,47,4,0.825,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2421,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Cannon Beach,45.89056667,-123.9615667,NA,2009,1,Sth37,1,47,2,0.515,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2422,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Northwest Westport,47.57043333,-124.4484333,NA,2009,1,Sma7,1,54,2,0.613,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2423,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Northwest Westport,47.57043333,-124.4484333,NA,2009,1,Sme4,0,54,4,0.955,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2424,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Northwest Westport,47.57043333,-124.4484333,NA,2009,1,Sme9,0,54,4,0.899,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2425,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Tatoosh,48.39131667,-124.739,NA,"2008, 2010",1,Sma7,1,35,2,0.382,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2426,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Tatoosh,48.39131667,-124.739,NA,"2008, 2010",1,Sme4,0,35,4,0.947,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2427,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Tatoosh,48.39131667,-124.739,NA,"2008, 2010",1,Sme9,0,35,4,0.911,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2428,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Tatoosh,48.39131667,-124.739,NA,"2008, 2010",1,Spi10,1,35,4,0.364,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2429,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Tatoosh,48.39131667,-124.739,NA,"2008, 2010",1,Spi12,1,35,2,0.168,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2430,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Tatoosh,48.39131667,-124.739,NA,"2008, 2010",1,Spi4,1,35,4,0.423,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2431,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Tatoosh,48.39131667,-124.739,NA,"2008, 2010",1,Spi6,1,35,4,0.868,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2432,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Tatoosh,48.39131667,-124.739,NA,"2008, 2010",1,Sth37,1,35,2,0.535,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2433,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Rogue Reef,42.66306667,-124.4788,NA,2005,1,Spi10,1,77,4,0.635,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2434,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Rogue Reef,42.66306667,-124.4788,NA,2005,1,Spi12,1,77,2,0.17,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2435,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Rogue Reef,42.66306667,-124.4788,NA,2005,1,Spi4,1,77,4,0.359,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2436,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Rogue Reef,42.66306667,-124.4788,NA,2005,1,Spi6,1,77,4,0.875,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2437,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Rogue Reef,42.66306667,-124.4788,NA,2005,1,Sth37,1,77,2,0.524,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2438,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Till Tock,44.6187,-124.0922833,NA,2009,1,Spi4,1,50,4,0.487,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2439,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Till Tock,44.6187,-124.0922833,NA,2009,1,Spi6,1,50,4,0.849,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2440,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Till Tock,44.6187,-124.0922833,NA,2009,1,Sth37,1,50,2,0.513,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2441,Sebastes melanops,Black rockfish,Miller et al. 2005 CJFAS,0,USA,Brookings,42.036544,-124.288731,BLACKROCKSPCOAST,2001,7,,1,17,3.285714286,0.557,NA,ppdat,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2442,Sebastes melanops,Black rockfish,Miller et al. 2005 CJFAS,0,USA,Cape Arago,43.312689,-124.429207,BLACKROCKSPCOAST,2001,7,,1,33,3.285714286,0.485,NA,ppdat,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2443,Sebastes melanops,Black rockfish,Miller et al. 2005 CJFAS,0,USA,Gold Beach,42.414839,-124.445,BLACKROCKSPCOAST,2001,7,,1,49,3.285714286,0.577,NA,ppdat,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2444,Sebastes melanops,Black rockfish,Miller et al. 2005 CJFAS,0,USA,Grays Harbor,46.933385,-124.255829,BLACKROCKNPCOAST,2001,7,,1,50,3.285714286,0.578,NA,ppdat,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2445,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Till Tock,44.6187,-124.0922833,NA,2009,1,Sme9,0,50,4,0.905,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2446,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Till Tock,44.6187,-124.0922833,NA,2009,1,Spi10,1,50,4,0.615,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2447,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Till Tock,44.6187,-124.0922833,NA,2009,1,Sma7,1,50,2,0.435,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2448,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Till Tock,44.6187,-124.0922833,NA,2009,1,Sme4,0,50,4,0.949,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2449,Sebastes melanops,Black rockfish,"Lotterhos , Dick & Haggarty (2013) Evolutionary Applications 7:238-259",0,USA,Till Tock,44.6187,-124.0922833,NA,2009,1,Spi12,1,50,2,0.169,NA,msats302,302,Sebastes melanops,63,50,"c(NA, 443671)","c(39, 30, 40, 25, NA, NA)",33.5,"c(9, 5, 10, 3, NA, NA)",6.75,NA,NA,internal (oviduct),dioecism,"c(NA, NA, ""coastal"")",0,NA,4,443671,4
2451,Sebastes mystinus,Blue rockfish,Burford & Bernardi 2008 Mar Biol,0,USA,Fort Bragg Type 1,39.43615,-123.866165,BLUEROCKCAL,2006,6,,1,29,NA,0.79,NA,ppdat,304,Sebastes mystinus,61,44,524000,"c(NA, NA)",NA,"c(4, 3)",3.5,NA,NA,internal (oviduct),dioecism,NA,0,NA,3.8,524000,3.8
2452,Sebastes mystinus,Blue rockfish,Burford & Bernardi 2008 Mar Biol,0,USA,Fort Bragg Type 2,39.43615,-123.866165,BLUEROCKCAL,2006,6,,1,37,NA,0.78,NA,ppdat,304,Sebastes mystinus,61,44,524000,"c(NA, NA)",NA,"c(4, 3)",3.5,NA,NA,internal (oviduct),dioecism,NA,0,NA,3.8,524000,3.8
2453,Sebastes mystinus,Blue rockfish,Burford & Larson 2007,0,USA,"Monterey, CA",36.614757,-121.882285,BLUEROCKCAL,,7,,1,23,NA,0.782,NA,ppdat,304,Sebastes mystinus,61,44,524000,"c(NA, NA)",NA,"c(4, 3)",3.5,NA,NA,internal (oviduct),dioecism,NA,0,NA,3.8,524000,3.8
2454,Sebastes mystinus,Blue rockfish,Burford & Larson 2007,0,USA,"San Miguel Island, CA",34.072597,-120.394833,BLUEROCKCAL,,7,,1,65,NA,0.783,NA,ppdat,304,Sebastes mystinus,61,44,524000,"c(NA, NA)",NA,"c(4, 3)",3.5,NA,NA,internal (oviduct),dioecism,NA,0,NA,3.8,524000,3.8
2455,Sebastes mystinus,Blue rockfish,Burford 2009 J Evol Biol,0,USA,"Avila, CA",35.168237,-120.73078,BLUEROCKCAL,"2002, 2006",1,Sra.16-5,1,42,NA,0.93,NA,ppdat,304,Sebastes mystinus,61,44,524000,"c(NA, NA)",NA,"c(4, 3)",3.5,NA,NA,internal (oviduct),dioecism,NA,0,NA,3.8,524000,3.8
2456,Sebastes mystinus,Blue rockfish,Burford 2009 J Evol Biol,0,USA,"Avila, CA",35.168237,-120.73078,BLUEROCKCAL,"2002, 2006",1,Sra.7-7,1,44,NA,0.751,NA,ppdat,304,Sebastes mystinus,61,44,524000,"c(NA, NA)",NA,"c(4, 3)",3.5,NA,NA,internal (oviduct),dioecism,NA,0,NA,3.8,524000,3.8
2457,Sebastes mystinus,Blue rockfish,Burford 2009 J Evol Biol,0,USA,"Avila, CA",35.168237,-120.73078,BLUEROCKCAL,"2002, 2006",1,Sra.6-52,1,44,NA,0.742,NA,ppdat,304,Sebastes mystinus,61,44,524000,"c(NA, NA)",NA,"c(4, 3)",3.5,NA,NA,internal (oviduct),dioecism,NA,0,NA,3.8,524000,3.8
2458,Sebastes mystinus,Blue rockfish,Burford 2009 J Evol Biol,0,USA,"Avila, CA",35.168237,-120.73078,BLUEROCKCAL,"2002, 2006",1,Sra.15-8,1,44,NA,0.746,NA,ppdat,304,Sebastes mystinus,61,44,524000,"c(NA, NA)",NA,"c(4, 3)",3.5,NA,NA,internal (oviduct),dioecism,NA,0,NA,3.8,524000,3.8
