"","spp","CommonName","Source","PrimerNote","Country","Site","lat","lon","stockid","CollectionYear","NumMarkers","MarkerName","CrossSpp","n","Repeat","He","Hese","file","maxlength","fecundity","fecundity_mean","reproductiveseasonlength","fertilization","reproductionmode"
"2918","Seriola dumerili","Greater amberjack","Renshaw et al. 2006 Mol Ecol Notes 6:1162-1164","1","USA","John's Island, SC","32.649782","-79.82881","GRAMBERSATLC","","1","Sdu 2","0","50","3","0.716","NA","msats000","190","NA","NaN","NA","external","dioecism"
"2919","Seriola dumerili","Greater amberjack","Renshaw et al. 2006 Mol Ecol Notes 6:1162-1164","1","USA","John's Island, SC","32.649782","-79.82881","GRAMBERSATLC","","1","Sdu 23","0","50","4","0.87","NA","msats000","190","NA","NaN","NA","external","dioecism"
"2920","Seriola dumerili","Greater amberjack","Renshaw et al. 2006 Mol Ecol Notes 6:1162-1164","1","USA","John's Island, SC","32.649782","-79.82881","GRAMBERSATLC","","1","Sdu 4","0","60","4","0.808","NA","msats000","190","NA","NaN","NA","external","dioecism"
"2921","Seriola dumerili","Greater amberjack","Renshaw et al. 2006 Mol Ecol Notes 6:1162-1164","1","USA","John's Island, SC","32.649782","-79.82881","GRAMBERSATLC","","1","Sdu 27","0","56","4","0.783","NA","msats000","190","NA","NaN","NA","external","dioecism"
"2922","Seriola dumerili","Greater amberjack","Renshaw et al. 2006 Mol Ecol Notes 6:1162-1164","1","USA","John's Island, SC","32.649782","-79.82881","GRAMBERSATLC","","1","Sdu 22","0","56","3","0.832","NA","msats000","190","NA","NaN","NA","external","dioecism"
"2923","Seriola dumerili","Greater amberjack","Renshaw et al. 2006 Mol Ecol Notes 6:1162-1164","1","USA","John's Island, SC","32.649782","-79.82881","GRAMBERSATLC","","1","Sdu 11","0","56","3","0.16","NA","msats000","190","NA","NaN","NA","external","dioecism"
"2924","Seriola dumerili","Greater amberjack","Renshaw et al. 2006 Mol Ecol Notes 6:1162-1164","1","USA","John's Island, SC","32.649782","-79.82881","GRAMBERSATLC","","1","Sdu 6","0","50","4","0.844","NA","msats000","190","NA","NaN","NA","external","dioecism"
"2925","Seriola dumerili","Greater amberjack","Renshaw et al. 2006 Mol Ecol Notes 6:1162-1164","1","USA","John's Island, SC","32.649782","-79.82881","GRAMBERSATLC","","1","Sdu 9","0","53","3","0.131","NA","msats000","190","NA","NaN","NA","external","dioecism"
"2926","Seriola dumerili","Greater amberjack","Renshaw et al. 2006 Mol Ecol Notes 6:1162-1164","1","USA","John's Island, SC","32.649782","-79.82881","GRAMBERSATLC","","1","Sdu 1","0","53","4","0.751","NA","msats000","190","NA","NaN","NA","external","dioecism"
"2927","Seriola dumerili","Greater amberjack","Renshaw et al. 2006 Mol Ecol Notes 6:1162-1164","1","USA","John's Island, SC","32.649782","-79.82881","GRAMBERSATLC","","1","Sdu 3","0","53","3","0.602","NA","msats000","190","NA","NaN","NA","external","dioecism"
"2928","Seriola dumerili","Greater amberjack","Renshaw et al. 2006 Mol Ecol Notes 6:1162-1164","1","USA","John's Island, SC","32.649782","-79.82881","GRAMBERSATLC","","1","Sdu 21","0","56","4","0.95","NA","msats000","190","NA","NaN","NA","external","dioecism"
"2929","Seriola dumerili","Greater amberjack","Renshaw et al. 2006 Mol Ecol Notes 6:1162-1164","1","USA","John's Island, SC","32.649782","-79.82881","GRAMBERSATLC","","1","Sdu 12","0","60","4","0.776","NA","msats000","190","NA","NaN","NA","external","dioecism"
"2930","Seriola dumerili","Greater amberjack","Renshaw et al. 2006 Mol Ecol Notes 6:1162-1164","1","USA","John's Island, SC","32.649782","-79.82881","GRAMBERSATLC","","1","Sdu 19","0","56","4","0.823","NA","msats000","190","NA","NaN","NA","external","dioecism"
"2931","Seriola dumerili","Greater amberjack","Renshaw et al. 2006 Mol Ecol Notes 6:1162-1164","1","USA","John's Island, SC","32.649782","-79.82881","GRAMBERSATLC","","1","Sdu 10","0","56","3","0.902","NA","msats000","190","NA","NaN","NA","external","dioecism"
"2932","Seriola dumerili","Greater amberjack","Renshaw et al. 2006 Mol Ecol Notes 6:1162-1164","1","USA","John's Island, SC","32.649782","-79.82881","GRAMBERSATLC","","1","Sdu 16","0","50","3","0.492","NA","msats000","190","NA","NaN","NA","external","dioecism"
"2933","Squalus acanthias","Picked dogfish","McCauley et al. 2004. Mol. Ecol. Notes 4:494-496.","1","United States","Chatham, MA","41.665","-69.905105","SDOGATLC","2003","1","DF U273","0","20","2","0.81","NA","msats101","95","c(1, 6, 7, 4, 5, 5, NA, 5)","4.71428571428571","NA","internal (oviduct)","dioecism"
"2934","Squalus acanthias","Picked dogfish","McCauley et al. 2004. Mol. Ecol. Notes 4:494-496.","1","United States","Chatham, MA","41.665","-69.905105","SDOGATLC","2003","1","DF J451","0","20","2","0.58","NA","msats101","95","c(1, 6, 7, 4, 5, 5, NA, 5)","4.71428571428571","NA","internal (oviduct)","dioecism"
"2935","Squalus acanthias","Picked dogfish","McCauley et al. 2004. Mol. Ecol. Notes 4:494-496.","1","United States","Chatham, MA","41.665","-69.905105","SDOGATLC","2003","1","DF J445","0","20","2","0.51","NA","msats101","95","c(1, 6, 7, 4, 5, 5, NA, 5)","4.71428571428571","NA","internal (oviduct)","dioecism"
"2936","Squalus acanthias","Picked dogfish","McCauley et al. 2004. Mol. Ecol. Notes 4:494-496.","1","United States","Chatham, MA","41.665","-69.905105","SDOGATLC","2003","1","DF H429","0","20","2","0.68","NA","msats101","95","c(1, 6, 7, 4, 5, 5, NA, 5)","4.71428571428571","NA","internal (oviduct)","dioecism"
"2937","Stegastes partitus","Bicolor damselfish","Purcell et al. 2009 Journal of Fish Biology 74:403-417","0","USA","Lower Florida Keys","24.571","-81.843082",NA,"2001-2003","1","AAC47","0","87","3","0.91","NA","msats100","10","NA","NaN","NA","external","dioecism"
"2938","Stegastes partitus","Bicolor damselfish","Purcell et al. 2009 Journal of Fish Biology 74:403-417","0","USA","Lower Florida Keys","24.571","-81.843082",NA,"2001-2003","1","AAT40","0","75","3","0.93","NA","msats100","10","NA","NaN","NA","external","dioecism"
"2939","Stegastes partitus","Bicolor damselfish","Purcell et al. 2009 Journal of Fish Biology 74:403-417","0","USA","Lower Florida Keys","24.571","-81.843082",NA,"2001-2003","1","GATA16","0","71","4","0.96","NA","msats100","10","NA","NaN","NA","external","dioecism"
"2940","Syngnathus auliscus","Barred pipefish","Wilson 2006 Mol Ecol 15:809-824","0","USA","San Diego Bay, CA","32.68961667","-117.16415",NA,"2003","1","Slep6","1","38","2","0.725","NA","msats000","18","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2941","Syngnathus auliscus","Barred pipefish","Wilson 2006 Mol Ecol 15:809-824","0","USA","San Diego Bay, CA","32.68961667","-117.16415",NA,"2003","1","Slep7","1","38","2","0.682","NA","msats000","18","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2942","Syngnathus auliscus","Barred pipefish","Wilson 2006 Mol Ecol 15:809-824","0","USA","San Diego Bay, CA","32.68961667","-117.16415",NA,"2003","1","Slep8","1","38","2","0.584","NA","msats000","18","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2943","Syngnathus auliscus","Barred pipefish","Wilson 2006 Mol Ecol 15:809-824","0","USA","San Diego Bay, CA","32.68961667","-117.16415",NA,"2003","1","Slep9","1","38","2","0.911","NA","msats000","18","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2944","Syngnathus auliscus","Barred pipefish","Wilson 2006 Mol Ecol 15:809-824","0","USA","San Diego Bay, CA","32.68961667","-117.16415",NA,"2003","1","Slep10","1","38","2","0.909","NA","msats000","18","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2945","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Aransas Pass, TX","28.46666667","-97.16666667",NA,"2003-2006","1","Micro11.1","1","103","2","0.943","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2946","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Aransas Pass, TX","28.46666667","-97.16666667",NA,"2003-2006","1","Micro22.3","1","101","2","0.915","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2947","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Aransas Pass, TX","28.46666667","-97.16666667",NA,"2003-2006","1","Micro25.1","1","26","2","0.86","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2948","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Aransas Pass, TX","28.46666667","-97.16666667",NA,"2003-2006","1","Micro25.22","1","103","2","0.904","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2949","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Aransas Pass, TX","28.46666667","-97.16666667",NA,"2003-2006","1","Scov5","1","31","NA","0.964","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2950","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Aransas Pass, TX","28.46666667","-97.16666667",NA,"2003-2006","1","Typh12","1","31","2","0.152","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2951","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Mobjack Bay, VA","37.3","-76.4",NA,"2003-2006","1","Micro11.1","1","85","2","0.877","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2952","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Mobjack Bay, VA","37.3","-76.4",NA,"2003-2006","1","Micro22.3","1","84","2","0.833","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2953","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Mobjack Bay, VA","37.3","-76.4",NA,"2003-2006","1","Micro25.1","1","31","2","0.883","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2954","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Mobjack Bay, VA","37.3","-76.4",NA,"2003-2006","1","Micro25.22","1","76","2","0.89","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2955","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Mobjack Bay, VA","37.3","-76.4",NA,"2003-2006","1","Scov5","1","28","NA","0.677","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2956","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Mobjack Bay, VA","37.3","-76.4",NA,"2003-2006","1","Typh12","1","31","2","0.389","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2957","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Morehead City, NC","34.71666667","-77.26666667",NA,"2003-2006","1","Micro11.1","1","77","2","0.902","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2958","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Morehead City, NC","34.71666667","-77.26666667",NA,"2003-2006","1","Micro22.3","1","71","2","0.901","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2959","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Morehead City, NC","34.71666667","-77.26666667",NA,"2003-2006","1","Micro25.1","1","31","2","0.883","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2960","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Morehead City, NC","34.71666667","-77.26666667",NA,"2003-2006","1","Micro25.22","1","78","2","0.883","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2961","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Morehead City, NC","34.71666667","-77.26666667",NA,"2003-2006","1","Scov5","1","31","NA","0.651","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2962","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Morehead City, NC","34.71666667","-77.26666667",NA,"2003-2006","1","Typh12","1","29","2","0.472","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2963","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","St. Joseph Bay, FL","29.78333333","-85.3",NA,"2003-2006","1","Micro11.1","1","91","2","0.956","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2964","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","St. Joseph Bay, FL","29.78333333","-85.3",NA,"2003-2006","1","Micro22.3","1","93","2","0.931","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2965","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","St. Joseph Bay, FL","29.78333333","-85.3",NA,"2003-2006","1","Micro25.1","1","29","2","0.84","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2966","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","St. Joseph Bay, FL","29.78333333","-85.3",NA,"2003-2006","1","Micro25.22","1","92","2","0.923","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2967","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","St. Joseph Bay, FL","29.78333333","-85.3",NA,"2003-2006","1","Scov5","1","25","NA","0.705","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2968","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","St. Joseph Bay, FL","29.78333333","-85.3",NA,"2003-2006","1","Typh12","1","27","2","0.53","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2969","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Tampa Bay, FL","28.05","-82.78333333",NA,"2003-2006","1","Micro11.1","1","124","2","0.968","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2970","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Tampa Bay, FL","28.05","-82.78333333",NA,"2003-2006","1","Micro22.3","1","126","2","0.94","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2971","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Tampa Bay, FL","28.05","-82.78333333",NA,"2003-2006","1","Micro25.1","1","26","2","0.866","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2972","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Tampa Bay, FL","28.05","-82.78333333",NA,"2003-2006","1","Micro25.22","1","122","2","0.93","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2973","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Tampa Bay, FL","28.05","-82.78333333",NA,"2003-2006","1","Scov5","1","23","NA","0.663","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2974","Syngnathus floridae","Dusky pipefish","Mobley et al. 2010 J Biogeography 37:1363-1377","0","USA","Tampa Bay, FL","28.05","-82.78333333",NA,"2003-2006","1","Typh12","1","27","2","0.576","NA","msats001","26","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2975","Syngnathus leptorhynchus","Bay pipefish","Wilson 2006 Mol Ecol 15:809-824","0","USA","San Diego Bay, CA","32.68961667","-117.16415",NA,"2003","1","Slep3","0","31","2","0.967","NA","msats000","32.5","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2976","Syngnathus leptorhynchus","Bay pipefish","Wilson 2006 Mol Ecol 15:809-824","0","USA","San Diego Bay, CA","32.68961667","-117.16415",NA,"2003","1","Slep6","0","31","2","0.96","NA","msats000","32.5","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2977","Syngnathus leptorhynchus","Bay pipefish","Wilson 2006 Mol Ecol 15:809-824","0","USA","San Diego Bay, CA","32.68961667","-117.16415",NA,"2003","1","Slep7","0","31","2","0.954","NA","msats000","32.5","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2978","Syngnathus leptorhynchus","Bay pipefish","Wilson 2006 Mol Ecol 15:809-824","0","USA","San Diego Bay, CA","32.68961667","-117.16415",NA,"2003","1","Slep8","0","31","2","0.866","NA","msats000","32.5","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2979","Syngnathus leptorhynchus","Bay pipefish","Wilson 2006 Mol Ecol 15:809-824","0","USA","San Diego Bay, CA","32.68961667","-117.16415",NA,"2003","1","Slep9","0","31","2","0.964","NA","msats000","32.5","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2980","Syngnathus leptorhynchus","Bay pipefish","Wilson 2006 Mol Ecol 15:809-824","0","USA","San Diego Bay, CA","32.68961667","-117.16415",NA,"2003","1","Slep10","0","31","2","0.946","NA","msats000","32.5","NA","NaN","NA","in brood pouch or similar structure","dioecism"
"2981","Syngnathus scovelli","Gulf pipefish","Jones&Avise 1997 Molecular Ecology 6:203-213","0","USA","St. Joseph State Park, Gulf Co.","29.713","-85.5149",NA,"1994","1","micro11.1","0","42","NA","0.922","NA","msats201","18.3","143","143","NA","in brood pouch or similar structure","dioecism"
"2982","Syngnathus scovelli","Gulf pipefish","Jones&Avise 1997 Molecular Ecology 6:203-213","0","USA","St. Joseph State Park, Gulf Co.","29.713","-85.5149",NA,"1994","1","micro22.3","0","42","NA","0.916","NA","msats201","18.3","143","143","NA","in brood pouch or similar structure","dioecism"
"2983","Syngnathus scovelli","Gulf pipefish","Jones&Avise 1997 Molecular Ecology 6:203-213","0","USA","St. Joseph State Park, Gulf Co.","29.713","-85.5149",NA,"1994","1","micro25.10","0","78","NA","0.892","NA","msats201","18.3","143","143","NA","in brood pouch or similar structure","dioecism"
"2984","Syngnathus scovelli","Gulf pipefish","Jones&Avise 1997 Molecular Ecology 6:203-213","0","USA","St. Joseph State Park, Gulf Co.","29.713","-85.5149",NA,"1994","1","micro25.22","0","81","NA","0.947","NA","msats201","18.3","143","143","NA","in brood pouch or similar structure","dioecism"
"2985","Kajikia albida","Atlantic white marlin","Graves & McDowell 2006 Bull Mar Sci 79:469-482","0","USA","Cape May, NJ","38.932974","-74.901942","WMARLINATL","1993, 1995","1","MN90","1","71","4","0.901","NA","msats000","300","NA","NaN","NA","external","dioecism"
"2986","Kajikia albida","Atlantic white marlin","Graves & McDowell 2006 Bull Mar Sci 79:469-482","0","USA","Cape May, NJ","38.932974","-74.901942","WMARLINATL","1993, 1995","1","MN60","1","72","4","0.897","NA","msats000","300","NA","NaN","NA","external","dioecism"
"2987","Kajikia albida","Atlantic white marlin","Graves & McDowell 2006 Bull Mar Sci 79:469-482","0","USA","Cape May, NJ","38.932974","-74.901942","WMARLINATL","1993, 1995","1","MN10","1","74","4","0.836","NA","msats000","300","NA","NaN","NA","external","dioecism"
"2988","Kajikia albida","Atlantic white marlin","Graves & McDowell 2006 Bull Mar Sci 79:469-482","0","USA","Cape May, NJ","38.932974","-74.901942","WMARLINATL","1993, 1995","1","MN08","1","74","4","0.944","NA","msats000","300","NA","NaN","NA","external","dioecism"
"2989","Kajikia albida","Atlantic white marlin","Graves & McDowell 2006 Bull Mar Sci 79:469-482","0","USA","Cape May, NJ","38.932974","-74.901942","WMARLINATL","1993, 1995","1","MN01","1","74","4","0.805","NA","msats000","300","NA","NaN","NA","external","dioecism"
"2990","Thalassoma bifasciatum","Bluehead","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Lee Stocking Island, FL","24.5","-76.100065",NA,"","1","AAC34","0","159","2","0.95","NA","msats000","25","NA","NaN","NA","external","protogyny"
"2991","Thalassoma bifasciatum","Bluehead","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Lee Stocking Island, FL","24.5","-76.100065",NA,"","1","AAT4","0","165","3","0.94","NA","msats000","25","NA","NaN","NA","external","protogyny"
"2992","Thalassoma bifasciatum","Bluehead","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Lee Stocking Island, FL","24.5","-76.100065",NA,"","1","AAT42","0","161","3","0.93","NA","msats000","25","NA","NaN","NA","external","protogyny"
"2993","Thalassoma bifasciatum","Bluehead","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Lee Stocking Island, FL","24.5","-76.100065",NA,"","1","AAT49","0","160","3","0.78","NA","msats000","25","NA","NaN","NA","external","protogyny"
"2994","Thalassoma bifasciatum","Bluehead","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Lee Stocking Island, FL","24.5","-76.100065",NA,"","1","AATp","0","171","3","0.97","NA","msats000","25","NA","NaN","NA","external","protogyny"
"2995","Thalassoma bifasciatum","Bluehead","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Lee Stocking Island, FL","24.5","-76.100065",NA,"","1","Cap","0","165","2","0.96","NA","msats000","25","NA","NaN","NA","external","protogyny"
"2996","Thalassoma bifasciatum","Bluehead","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Lower Keys, FL","24.25","-81.719725",NA,"","1","AAC34","0","88","2","0.96","NA","msats000","25","NA","NaN","NA","external","protogyny"
"2997","Thalassoma bifasciatum","Bluehead","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Lower Keys, FL","24.25","-81.719725",NA,"","1","AAT4","0","93","3","0.95","NA","msats000","25","NA","NaN","NA","external","protogyny"
"2998","Thalassoma bifasciatum","Bluehead","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Lower Keys, FL","24.25","-81.719725",NA,"","1","AAT49","0","93","3","0.79","NA","msats000","25","NA","NaN","NA","external","protogyny"
"2999","Thalassoma bifasciatum","Bluehead","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Lower Keys, FL","24.25","-81.719725",NA,"","1","AATp","0","93","3","0.98","NA","msats000","25","NA","NaN","NA","external","protogyny"
"3000","Thalassoma bifasciatum","Bluehead","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Lower Keys, FL","24.25","-81.719725",NA,"","1","Cap","0","91","2","0.97","NA","msats000","25","NA","NaN","NA","external","protogyny"
"3001","Thalassoma bifasciatum","Bluehead","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Upper Keys, FL","24.95","-80.493588",NA,"","1","GTp","0","92","2","0.98","NA","msats304","25","NA","NaN","NA","external","protogyny"
"3002","Thalassoma bifasciatum","Bluehead","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Upper Keys, FL","24.95","-80.493588",NA,"","1","AAC34","0","91","2","0.97","NA","msats000","25","NA","NaN","NA","external","protogyny"
"3003","Thalassoma bifasciatum","Bluehead","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Upper Keys, FL","24.95","-80.493588",NA,"","1","AAT4","0","92","3","0.95","NA","msats000","25","NA","NaN","NA","external","protogyny"
"3004","Thalassoma bifasciatum","Bluehead","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Upper Keys, FL","24.95","-80.493588",NA,"","1","AAT42","0","90","3","0.94","NA","msats000","25","NA","NaN","NA","external","protogyny"
"3005","Thalassoma bifasciatum","Bluehead","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Upper Keys, FL","24.95","-80.493588",NA,"","1","AAT49","0","93","3","0.79","NA","msats000","25","NA","NaN","NA","external","protogyny"
"3006","Thalassoma bifasciatum","Bluehead","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Upper Keys, FL","24.95","-80.493588",NA,"","1","AATp","0","91","3","0.98","NA","msats000","25","NA","NaN","NA","external","protogyny"
"3007","Thalassoma bifasciatum","Bluehead","Purcell et al. 2006 Proc R Soc B 273:1483-90","0","USA","Upper Keys, FL","24.95","-80.493588",NA,"","1","Cap","0","93","2","0.96","NA","msats000","25","NA","NaN","NA","external","protogyny"
"3008","Gadus chalcogrammus","Alaska pollock","O'Reilly et al. 2004 Mol Ecol","0","USA","Puget Sound, WA","48.12","-122.77",NA,"1998","1","Tch12","0","83","4","0.8","NA","ppdat","91","c(60000, 520000, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)","290000","NA","external","dioecism"
"3009","Gadus chalcogrammus","Alaska pollock","O'Reilly et al. 2004 Mol Ecol","0","USA","Puget Sound, WA","48.12","-122.77",NA,"1998","1","Tch13","0","77","2","0.62","NA","ppdat","91","c(60000, 520000, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)","290000","NA","external","dioecism"
"3010","Gadus chalcogrammus","Alaska pollock","O'Reilly et al. 2004 Mol Ecol","0","USA","Puget Sound, WA","48.12","-122.77",NA,"1998","1","Tch10","0","81","4","0.8","NA","ppdat","91","c(60000, 520000, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)","290000","NA","external","dioecism"
"3011","Gadus chalcogrammus","Alaska pollock","O'Reilly et al. 2004 Mol Ecol","0","USA","Puget Sound, WA","48.12","-122.77",NA,"1998","1","Tch15","0","79","2","0.72","NA","ppdat","91","c(60000, 520000, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)","290000","NA","external","dioecism"
"3012","Gadus chalcogrammus","Alaska pollock","O'Reilly et al. 2004 Mol Ecol","0","USA","Puget Sound, WA","48.12","-122.77",NA,"1998","1","Tch5","0","79","4","0.93","NA","ppdat","91","c(60000, 520000, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)","290000","NA","external","dioecism"
"3013","Gadus chalcogrammus","Alaska pollock","O'Reilly et al. 2004 Mol Ecol","0","USA","Puget Sound, WA","48.12","-122.77",NA,"1998","1","Tch8","0","68","4","0.95","NA","ppdat","91","c(60000, 520000, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)","290000","NA","external","dioecism"
"3014","Gadus chalcogrammus","Alaska pollock","O'Reilly et al. 2004 Mol Ecol","0","USA","Puget Sound, WA","48.12","-122.77",NA,"1998","1","Tch20","0","60","4","0.96","NA","ppdat","91","c(60000, 520000, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)","290000","NA","external","dioecism"
"3015","Gadus chalcogrammus","Alaska pollock","O'Reilly et al. 2004 Mol Ecol","0","USA","Puget Sound, WA","48.12","-122.77",NA,"1998","1","Tch22","0","80","4","0.72","NA","ppdat","91","c(60000, 520000, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)","290000","NA","external","dioecism"
"3016","Gadus chalcogrammus","Alaska pollock","O'Reilly et al. 2004 Mol Ecol","0","USA","Puget Sound, WA","48.12","-122.77",NA,"1998","1","Tch18","0","80","2","0.84","NA","ppdat","91","c(60000, 520000, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)","290000","NA","external","dioecism"
"3017","Thunnus alalunga","Albacore","Montes et al. (2012) Mar. Ecol. Prog. Ser. 471:183-191","0","USA","North Pacific","43.5","-127",NA,"2008","1","Tth-21","1","86","4","0.479","NA","msats302","140","c(2e+06, 2e+06, 170000, 260000)","1107500","NA","external","dioecism"
